season,game_pk,pitcher_id,pitcher_hand,venue_id,archetype,e_bf,e_k,observed_bf,observed_k,park_k_factor_by_hand,days_rest_bucket,pitcher_pre_game_k_pct
2025,778003,666157,L,4705,Balanced,26.061535943595285,4.854145284217086,23,7,1.0724,first_or_il_return,0.19967390439831384
2025,778003,680885,R,4705,Power-FF,26.84538300188231,6.375885213584982,23,6,1.1124,first_or_il_return,0.22820494469228872
2025,778004,663554,R,19,Balanced,26.07031163306668,6.068114230317713,21,8,1.1063,first_or_il_return,0.1794911603174911
2025,778005,666200,L,12,Breaking-heavy,24.657505745788004,6.9061934671350755,23,4,1.1414,first_or_il_return,0.25398765947042157
2025,778005,686752,R,12,Offspeed-heavy,26.443338400412113,5.244483690776888,20,3,1.0726,first_or_il_return,0.2270286104872571
2025,778006,678394,R,3,Sinker-ball,24.683054746168,4.415164656420632,21,1,1.0123,first_or_il_return,0.19082054309327037
2025,778007,641927,R,3312,Offspeed-heavy,26.599647824384363,6.297596967247129,25,6,1.0913,first_or_il_return,0.213500515286843
2025,778007,665152,R,3312,Balanced,25.46739370828526,3.918498830948553,25,8,1.0913,first_or_il_return,0.16242388456286677
2025,778008,663436,R,7,Balanced,24.156369370435186,3.2596608648250953,21,2,0.9876,first_or_il_return,0.17669521373225078
2025,778008,663460,L,7,Balanced,24.9468658334767,6.45372389595323,25,7,1.0379,first_or_il_return,0.26334847587069593
2025,778009,579328,L,1,Breaking-heavy,24.124704752336186,5.117286794925063,23,6,1.0893,first_or_il_return,0.22838954657136476
2025,778009,621244,R,1,Sinker-ball,25.831981689104154,6.234805114687606,28,9,1.1606,first_or_il_return,0.2043399638336347
2025,778010,693433,R,2529,Power-FF,27.098112741972685,6.550421379382159,27,6,1.159,first_or_il_return,0.2426539754682363
2025,778011,680573,R,3312,Breaking-heavy,22.87272132780078,5.099202395013456,19,1,1.0913,first_or_il_return,0.2242562929061785
2025,778012,608379,R,7,Offspeed-heavy,24.50509219359462,4.873092264257154,25,5,0.9876,first_or_il_return,0.19139294403892942
2025,778012,686563,R,7,Balanced,25.93017314665432,4.062570149803334,26,1,0.9876,first_or_il_return,0.18420348058902275
2025,778014,518876,R,15,Offspeed-heavy,24.00224350817279,4.1844209787411275,26,6,1.0194,first_or_il_return,0.18670402445236883
2025,778015,664285,L,32,Breaking-heavy,25.273372281013806,5.936476410776333,25,7,1.1058,first_or_il_return,0.22303391053391053
2025,778015,682990,R,32,Sinker-ball,22.985813919392108,4.364690605084547,23,3,1.167,first_or_il_return,0.1539664965822663
2025,778016,543243,R,2889,Breaking-heavy,25.316227964722103,5.784140415542806,25,8,0.9906,first_or_il_return,0.2607229565686539
2025,778016,656605,R,2889,Breaking-heavy,26.361996284565095,4.285408890104113,26,6,0.9906,first_or_il_return,0.18252892840889917
2025,778018,656557,R,3,Breaking-heavy,24.924218651293376,4.702782568747342,24,2,1.0123,first_or_il_return,0.1949013667310519
2025,778019,608331,L,3313,Balanced,26.598991441582452,5.65162733880447,27,8,0.9999,first_or_il_return,0.22058784127749645
2025,778019,656302,R,3313,Breaking-heavy,24.351497673194906,5.899191244675805,24,9,1.0524,first_or_il_return,0.2670352074021799
2025,778020,592662,L,17,Breaking-heavy,24.73734261777082,6.7294892445366905,23,5,1.1684,first_or_il_return,0.2834518422753716
2025,778020,676962,R,17,Power-FF,24.22215009890168,6.57734113811196,22,9,1.0702,first_or_il_return,0.25029746727859936
2025,778021,650911,L,12,Offspeed-heavy,22.88915054646448,6.7154872732512,22,5,1.1414,first_or_il_return,0.25679963037116893
2025,778022,647336,R,3309,Power-FF,23.71167179886438,4.238404318562311,23,8,0.9691,first_or_il_return,0.21764705882352942
2025,778023,656550,R,4705,Breaking-heavy,23.226043988487067,5.534616398321192,23,5,1.1124,first_or_il_return,0.24935525467440361
2025,778024,605488,L,2529,Offspeed-heavy,24.006696080432608,5.223258714032148,22,4,1.1062,first_or_il_return,0.2096354953756876
2025,778025,542881,L,1,Power-FF,24.02396875307834,5.350245349294734,27,7,1.0893,first_or_il_return,0.19276630048970655
2025,778025,570632,R,1,Offspeed-heavy,19.520856091816523,4.197812996641238,18,2,1.1606,first_or_il_return,0.1553501599715606
2025,778026,663623,R,3309,Balanced,26.73643362947165,5.1437074920059604,23,0,0.9691,first_or_il_return,0.19458050853991377
2025,778026,682847,R,3309,Balanced,24.899085429656477,5.229675859924691,25,4,0.9691,first_or_il_return,0.23361674296926097
2025,778027,434378,R,17,Breaking-heavy,25.433486132026637,5.0046153425029845,21,3,1.0702,first_or_il_return,0.1969511422659516
2025,778027,607067,R,17,Power-FF,19.71834250680081,4.919558525641676,24,4,1.0702,first_or_il_return,0.20158546861833276
2025,778028,641154,R,3312,Balanced,23.54460065041615,5.555381356086484,18,11,1.0913,first_or_il_return,0.24200581395348839
2025,778028,700249,L,3312,Balanced,24.234333852753057,4.6405413675154605,24,4,0.9883,first_or_il_return,0.18921775898520082
2025,778029,672456,R,19,Breaking-heavy,21.988986272441608,5.140081942349314,29,2,1.1063,first_or_il_return,0.193605743424584
2025,778030,669461,L,2889,Breaking-heavy,24.054205317831187,5.133190834156832,27,8,1.0004,first_or_il_return,0.21954785151151257
2025,778030,694973,R,2889,Balanced,25.419869084164535,5.144986628299316,25,6,0.9906,first_or_il_return,0.27513374281751535
2025,778031,669713,R,32,Power-FF,25.53157061171825,6.454785438330488,19,3,1.167,first_or_il_return,0.232849374759699
2025,778032,656849,L,15,Balanced,24.585055397944245,5.490025401715782,28,6,1.0277,first_or_il_return,0.20823696851094112
2025,778032,668678,R,15,Breaking-heavy,25.85305352997779,5.813197085262687,25,6,1.0194,first_or_il_return,0.2562280598728941
2025,778033,607625,R,7,Breaking-heavy,26.595133950780774,5.451665323606367,29,3,0.9876,first_or_il_return,0.20180567417153905
2025,778033,680732,R,7,Breaking-heavy,22.875208346864888,3.6621795767484535,25,2,0.9876,first_or_il_return,0.21121883656509696
2025,778034,519242,L,4705,Breaking-heavy,23.61705389654614,7.0900141475783744,28,10,1.0724,first_or_il_return,0.3019754507096279
2025,778034,671096,L,4705,Balanced,21.23183246134162,4.843860475753884,19,8,1.0724,first_or_il_return,0.2425354712688089
2025,778035,615698,R,4169,Balanced,24.65139057165628,4.041623999610899,18,6,1.0402,first_or_il_return,0.1444991789819376
2025,778036,571945,R,2889,Breaking-heavy,24.193560700434553,3.6523807593155477,21,1,0.9906,first_or_il_return,0.14681131974821296
2025,778036,669387,R,2889,Balanced,23.74089076760903,4.120425414465351,18,2,0.9906,first_or_il_return,0.19566242338519568
2025,778037,543135,R,3,Offspeed-heavy,24.871638919536423,6.830764346319423,23,7,1.0123,first_or_il_return,0.26770816727775126
2025,778038,622663,R,2529,Balanced,28.309763433463743,4.916963208029038,26,5,1.159,first_or_il_return,0.19046903488209013
2025,778038,682243,R,2529,Power-FF,22.649462477960213,5.030093219686649,20,1,1.159,first_or_il_return,0.2409060454917672
2025,778039,656288,R,15,Breaking-heavy,25.029067367688846,5.519746626594244,21,6,1.0194,first_or_il_return,0.2124296590532936
2025,778040,554430,R,12,Power-FF,26.472039423062476,7.799185007837947,24,9,1.0726,first_or_il_return,0.31259723154153934
2025,778041,650633,R,3313,Balanced,25.825262371748977,7.208055993632054,22,2,1.0524,first_or_il_return,0.2871453411430979
2025,778041,657376,R,3313,Breaking-heavy,25.14972689246702,6.081352699567917,23,4,1.0524,first_or_il_return,0.24798445847498787
2025,778042,668964,R,32,Power-FF,15.855028282698497,3.573979373209442,23,2,1.167,first_or_il_return,0.20844068212489267
2025,778042,669854,R,32,Breaking-heavy,21.319611269007908,5.0068198836016995,26,6,1.167,first_or_il_return,0.2282248520710059
2025,778043,666142,L,7,Balanced,22.28184495320645,7.134110327006732,20,11,1.0379,first_or_il_return,0.33356437140840806
2025,778044,571510,L,17,Balanced,25.468375796862436,5.849355374593885,23,7,1.1684,first_or_il_return,0.23083484379997868
2025,778044,694738,R,17,Breaking-heavy,26.070747141759913,6.5053058647174415,22,4,1.0702,first_or_il_return,0.24225550435227858
2025,778045,601713,R,3313,Power-FF,25.411664221217336,6.709759397590538,22,5,1.0524,first_or_il_return,0.2901273286081666
2025,778045,607074,L,3313,Balanced,24.610008768442967,7.070924791009174,24,5,0.9999,first_or_il_return,0.2982901268615554
2025,778046,594902,R,3309,Balanced,21.51920754597217,3.686885899131786,19,3,0.9691,first_or_il_return,0.17495434169018761
2025,778048,657277,R,2395,Balanced,23.526428921226447,7.56629225829562,28,6,1.0245,first_or_il_return,0.2672742889864478
